nodeid	level_1	level_2	level_3	level_4	level_5
6511995011	Medical Books	Psychology	Physiological Aspects	N/A	N/A
227701	Medical Books	Psychology	Psychiatry	N/A	N/A
227703	Medical Books	Psychology	Psychiatry	Adolescent	N/A
227704	Medical Books	Psychology	Psychiatry	Child	N/A
6511996011	Medical Books	Psychology	Psychoanalysis	N/A	N/A
6511997011	Medical Books	Psychology	Psychopharmacology	N/A	N/A
6511998011	Medical Books	Psychology	Psychotherapy, TA & NLP	N/A	N/A
6511999011	Medical Books	Psychology	Reference	N/A	N/A
6512000011	Medical Books	Psychology	Research	N/A	N/A
6512001011	Medical Books	Psychology	Sexuality	N/A	N/A
6512002011	Medical Books	Psychology	Social Psychology & Interactions	N/A	N/A
6512003011	Medical Books	Psychology	Testing & Measurement	N/A	N/A
227677	Medical Books	Research	N/A	N/A	N/A
227719	Medical Books	Veterinary Medicine	N/A	N/A	N/A
227721	Medical Books	Veterinary Medicine	Anatomy & Physiology	N/A	N/A
227722	Medical Books	Veterinary Medicine	Bovine Medicine	N/A	N/A
227723	Medical Books	Veterinary Medicine	Cardiology	N/A	N/A
227724	Medical Books	Veterinary Medicine	Dentistry	N/A	N/A
227725	Medical Books	Veterinary Medicine	Dermatology	N/A	N/A
227726	Medical Books	Veterinary Medicine	Epidemiology	N/A	N/A
227727	Medical Books	Veterinary Medicine	Equine Medicine	N/A	N/A
227728	Medical Books	Veterinary Medicine	Food Animals	N/A	N/A
227729	Medical Books	Veterinary Medicine	Gastroenterology	N/A	N/A
227720	Medical Books	Veterinary Medicine	General	N/A	N/A
227730	Medical Books	Veterinary Medicine	Genetics	N/A	N/A
227731	Medical Books	Veterinary Medicine	Immunology	N/A	N/A
227732	Medical Books	Veterinary Medicine	Microbiology	N/A	N/A
52084011	Medical Books	Veterinary Medicine	Nursing	N/A	N/A
227733	Medical Books	Veterinary Medicine	Obstetrics	N/A	N/A
227734	Medical Books	Veterinary Medicine	Oncology	N/A	N/A
227735	Medical Books	Veterinary Medicine	Ophthalmology	N/A	N/A
227736	Medical Books	Veterinary Medicine	Parasitology	N/A	N/A
227737	Medical Books	Veterinary Medicine	Pathology	N/A	N/A
227738	Medical Books	Veterinary Medicine	Pharmacology	N/A	N/A
227739	Medical Books	Veterinary Medicine	Radiology	N/A	N/A
227740	Medical Books	Veterinary Medicine	Small Animal Medicine	N/A	N/A
227741	Medical Books	Veterinary Medicine	Surgery	N/A	N/A
227742	Medical Books	Veterinary Medicine	Urology	N/A	N/A
227743	Medical Books	Veterinary Medicine	Virology	N/A	N/A
18	Mystery, Thriller & Suspense	N/A	N/A	N/A	N/A
3559293011	Mystery, Thriller & Suspense	Crime	N/A	N/A	N/A
10457	Mystery, Thriller & Suspense	Mystery	N/A	N/A	N/A
9059878011	Mystery, Thriller & Suspense	Mystery	African American	N/A	N/A
11764650011	Mystery, Thriller & Suspense	Mystery	Amateur Sleuths	N/A	N/A
10459	Mystery, Thriller & Suspense	Mystery	Anthologies	N/A	N/A
10461	Mystery, Thriller & Suspense	Mystery	British Detectives	N/A	N/A
7538396011	Mystery, Thriller & Suspense	Mystery	Cozy	N/A	N/A
9536058011	Mystery, Thriller & Suspense	Mystery	Cozy	Animals	N/A
9536059011	Mystery, Thriller & Suspense	Mystery	Cozy	Crafts & Hobbies	N/A
9536060011	Mystery, Thriller & Suspense	Mystery	Cozy	Culinary	N/A
9536061011	Mystery, Thriller & Suspense	Mystery	Cozy	General	N/A
10466	Mystery, Thriller & Suspense	Mystery	General	N/A	N/A
10468	Mystery, Thriller & Suspense	Mystery	Hard-Boiled	N/A	N/A
10470	Mystery, Thriller & Suspense	Mystery	Historical	N/A	N/A
7538397011	Mystery, Thriller & Suspense	Mystery	International Mystery & Crime	N/A	N/A
10482	Mystery, Thriller & Suspense	Mystery	Police Procedurals	N/A	N/A
7538398011	Mystery, Thriller & Suspense	Mystery	Private Investigators	N/A	N/A
10473	Mystery, Thriller & Suspense	Mystery	Reference	N/A	N/A
9536081011	Mystery, Thriller & Suspense	Mystery	Supernatural	N/A	N/A
9536082011	Mystery, Thriller & Suspense	Mystery	Supernatural	General	N/A
9536083011	Mystery, Thriller & Suspense	Mystery	Supernatural	Ghosts	N/A
9536084011	Mystery, Thriller & Suspense	Mystery	Supernatural	Psychics	N/A
9536085011	Mystery, Thriller & Suspense	Mystery	Supernatural	Vampires	N/A
9536086011	Mystery, Thriller & Suspense	Mystery	Supernatural	Werewolves & Shifters	N/A
9536087011	Mystery, Thriller & Suspense	Mystery	Supernatural	Witches & Wizards	N/A
10480	Mystery, Thriller & Suspense	Mystery	Women Sleuths	N/A	N/A
10484	Mystery, Thriller & Suspense	Thrillers & Suspense	N/A	N/A	N/A
7538392011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	N/A	N/A
9536062011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	General	N/A
9536063011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	Heist	N/A
9536064011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	Kidnapping	N/A
9536065011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	Murder	N/A
9536066011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	Organized Crime	N/A
9536067011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	Serial Killers	N/A
9536068011	Mystery, Thriller & Suspense	Thrillers & Suspense	Crime	Vigilante Justice	N/A
9536069011	Mystery, Thriller & Suspense	Thrillers & Suspense	Financial	N/A	N/A
10485	Mystery, Thriller & Suspense	Thrillers & Suspense	General	N/A	N/A
7538393011	Mystery, Thriller & Suspense	Thrillers & Suspense	Historical	N/A	N/A
10487	Mystery, Thriller & Suspense	Thrillers & Suspense	Legal	N/A	N/A
10489	Mystery, Thriller & Suspense	Thrillers & Suspense	Medical	N/A	N/A
7538394011	Mystery, Thriller & Suspense	Thrillers & Suspense	Military	N/A	N/A
10491	Mystery, Thriller & Suspense	Thrillers & Suspense	Psychological Thrillers	N/A	N/A
10493	Mystery, Thriller & Suspense	Thrillers & Suspense	Spies & Politics	N/A	N/A
9536070011	Mystery, Thriller & Suspense	Thrillers & Suspense	Spies & Politics	Assassinations	N/A
9536071011	Mystery, Thriller & Suspense	Thrillers & Suspense	Spies & Politics	Conspiracies	N/A
9536072011	Mystery, Thriller & Suspense	Thrillers & Suspense	Spies & Politics	Espionage	N/A
7538395011	Mystery, Thriller & Suspense	Thrillers & Suspense	Spies & Politics	Political	N/A
9536074011	Mystery, Thriller & Suspense	Thrillers & Suspense	Spies & Politics	Terrorism	N/A
9059890011	Mystery, Thriller & Suspense	Thrillers & Suspense	Supernatural	N/A	N/A
9536075011	Mystery, Thriller & Suspense	Thrillers & Suspense	Supernatural	General	N/A
9536076011	Mystery, Thriller & Suspense	Thrillers & Suspense	Supernatural	Ghosts	N/A
9536077011	Mystery, Thriller & Suspense	Thrillers & Suspense	Supernatural	Psychics	N/A
9536078011	Mystery, Thriller & Suspense	Thrillers & Suspense	Supernatural	Vampires	N/A
9536079011	Mystery, Thriller & Suspense	Thrillers & Suspense	Supernatural	Werewolves & Shifters	N/A
9536080011	Mystery, Thriller & Suspense	Thrillers & Suspense	Supernatural	Witches & Wizards	N/A
10495	Mystery, Thriller & Suspense	Thrillers & Suspense	Suspense	N/A	N/A
10497	Mystery, Thriller & Suspense	Thrillers & Suspense	Technothrillers	N/A	N/A
12034	Mystery, Thriller & Suspense	Writing	N/A	N/A	N/A
20	Parenting & Relationships	N/A	N/A	N/A	N/A
11350	Parenting & Relationships	Adoption	N/A	N/A	N/A
11352	Parenting & Relationships	Aging Parents	N/A	N/A	N/A
11356	Parenting & Relationships	Aging Parents	Eldercare	N/A	N/A
10166921011	Parenting & Relationships	Babysitting, Day Care & Child Care	N/A	N/A	N/A
11365	Parenting & Relationships	Family Activities	N/A	N/A	N/A
11367	Parenting & Relationships	Family Health	N/A	N/A	N/A
11370	Parenting & Relationships	Family Relationships	N/A	N/A	N/A
10166922011	Parenting & Relationships	Family Relationships	Abuse	N/A	N/A
11371	Parenting & Relationships	Family Relationships	Abuse	Child Abuse	N/A
10166923011	Parenting & Relationships	Family Relationships	Abuse	Elder Abuse	N/A
10166924011	Parenting & Relationships	Family Relationships	Abuse	General	N/A
10166925011	Parenting & Relationships	Family Relationships	Abuse	Partner Abuse	N/A
11376	Parenting & Relationships	Family Relationships	Conflict Resolution	N/A	N/A
11373	Parenting & Relationships	Family Relationships	Divorce	N/A	N/A
10166926011	Parenting & Relationships	Family Relationships	Dysfunctional Families	N/A	N/A
10166927011	Parenting & Relationships	Family Relationships	Extended Families	N/A	N/A
11378	Parenting & Relationships	Family Relationships	Fatherhood	N/A	N/A
11383	Parenting & Relationships	Family Relationships	General	N/A	N/A
11385	Parenting & Relationships	Family Relationships	Grandparenting	N/A	N/A
10166929011	Parenting & Relationships	Family Relationships	Military Families	N/A	N/A
11388	Parenting & Relationships	Family Relationships	Motherhood	N/A	N/A
11390	Parenting & Relationships	Family Relationships	Parent & Adult Child	N/A	N/A
11392	Parenting & Relationships	Family Relationships	Siblings	N/A	N/A
11394	Parenting & Relationships	Family Relationships	Stepparenting & Blended Families	N/A	N/A
916610	Parenting & Relationships	Family Relationships	Twins & Multiples	N/A	N/A
68181	Parenting & Relationships	Fertility	N/A	N/A	N/A
172722	Parenting & Relationships	General	N/A	N/A	N/A
761128	Parenting & Relationships	Humor	N/A	N/A	N/A
4734	Parenting & Relationships	Marriage & Adult Relationships	N/A	N/A	N/A
11401	Parenting & Relationships	Parenting	N/A	N/A	N/A
11403	Parenting & Relationships	Parenting	Early Childhood	N/A	N/A
11404	Parenting & Relationships	Parenting	Early Childhood	Breastfeeding	N/A
11408	Parenting & Relationships	Parenting	Early Childhood	General	N/A
11414	Parenting & Relationships	Parenting	Early Childhood	Toilet Training	N/A
11423	Parenting & Relationships	Parenting	General	N/A	N/A
7916444011	Parenting & Relationships	Parenting	Parenting Boys	N/A	N/A
7916445011	Parenting & Relationships	Parenting	Parenting Girls	N/A	N/A
11429	Parenting & Relationships	Parenting	School-Age Children	N/A	N/A
271583011	Parenting & Relationships	Parenting	Single Parents	N/A	N/A
11431	Parenting & Relationships	Parenting	Teenagers	N/A	N/A
4676	Parenting & Relationships	Pregnancy & Childbirth	N/A	N/A	N/A
11434	Parenting & Relationships	Reference	N/A	N/A	N/A
11436	Parenting & Relationships	Special Needs	N/A	N/A	N/A
11437	Parenting & Relationships	Special Needs	Disabilities	N/A	N/A
11439	Parenting & Relationships	Special Needs	General	N/A	N/A
11441	Parenting & Relationships	Special Needs	Hyperactivity	N/A	N/A
3377866011	Politics & Social Sciences	N/A	N/A	N/A	N/A
11233	Politics & Social Sciences	Anthropology	N/A	N/A	N/A
11235	Politics & Social Sciences	Anthropology	Cultural	N/A	N/A
11237	Politics & Social Sciences	Anthropology	General	N/A	N/A
11240	Politics & Social Sciences	Anthropology	Physical	N/A	N/A
11242	Politics & Social Sciences	Archaeology	N/A	N/A	N/A
11019	Politics & Social Sciences	Philosophy	N/A	N/A	N/A
11021	Politics & Social Sciences	Philosophy	Aesthetics	N/A	N/A
15811681	Politics & Social Sciences	Philosophy	Analytic Philosophy	N/A	N/A
11023	Politics & Social Sciences	Philosophy	Consciousness & Thought	N/A	N/A
886132	Politics & Social Sciences	Philosophy	Criticism	N/A	N/A
11025	Politics & Social Sciences	Philosophy	Eastern	N/A	N/A
12279	Politics & Social Sciences	Philosophy	Eastern	Buddhism	N/A
12280	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Dalai Lama
12282	Politics & Social Sciences	Philosophy	Eastern	Buddhism	General
11309330011	Politics & Social Sciences	Philosophy	Eastern	Buddhism	General
11309331011	Politics & Social Sciences	Philosophy	Eastern	Buddhism	General
720358	Politics & Social Sciences	Philosophy	Eastern	Buddhism	History
297512	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Mahayana
15755341	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Rituals & Practice
15755351	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Sacred Writings
297526	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Theravada
12284	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Tibetan
11309332011	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Zen
12288	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Zen
12286	Politics & Social Sciences	Philosophy	Eastern	Buddhism	Zen
11029	Politics & Social Sciences	Philosophy	Eastern	General	N/A
15811631	Politics & Social Sciences	Philosophy	Eastern	Indian	N/A
